pid,mcid,nctid,criterion_text
35,27738,NCT02479620,"<p>Angiographic/Procedural Criteria:</p><ul>
<li>Hemodynamically significant inflow lesion (≥50% DS) or occlusion in the ipsilateral iliac, SFA, or popliteal arteries in which there is failure to successfully treat and obtain a &lt;30% residual stenosis</li>
<li>Target lesion length is &gt;25 cm as measured from proximal normal vessel to distal normal vessel</li>
<li>Total length of lesions treated during the case (including target lesion, inflow lesions, and other non-target lesions) &gt;25 cm</li>
<li>Lesions revascularized during the index case but untreated by Bullfrog</li>
<li>Use of alternative therapy, e.g. radiation therapy, as part of the index lesion treatment, or use of any drug eluting stents (DES) or drug-eluting balloon/drug-coated balloons (DEB/DCB) for treatment of any infra-inguinal lesions during the study procedure or during the initial six-month follow up period</li>
<li>Previously implanted stent in the TL(s)</li>
<li>Aneurysm in the target vessel</li>
<li>Acute thrombus in the target limb</li>
<li>Failure to cross the TL with a guide wire; however, subintimal wire crossing is allowed</li>
<li>Heavy eccentric or concentric calcification at index lesion, which in the judgment of the investigator would prevent penetration of the Micro-Infusion Device needle through the vessel wall</li>
</ul>"
35,28727,NCT02464969,"Thrombectomy, thrombolytic therapy, or insertion of a caval filter to treat the index VTE."
35,32290,NCT02389023,"femoral endarterectomy with or without patch angioplasty involving the common femoral artery and/or profunda and/or proximal superficial artery. The index groin may have undergone prior procedures (may be inflow or outflow for existing grafts), but the patient must have fully healed from the prior operation. May include patients with concomitant proximal and/or distal peripheral vascular intervention. The patch may be autogenous venous or arterial or prosthetic material such as bovine pericardium, dacron or polytetrafluoroethylene (PTFE). Bilateral femoral endarterectomies are eligible for enrollment. The right and left groin incision would be randomized to the same dressing which is consistent with routine clinical practice."
35,33068,NCT02365467,Subject has had previous endovascular repair of the ascending and/or descending thoracic aorta <30 days of implantation of investigational device or previous repair was a non-Medtronic device
35,33082,NCT02365467,Subject has had previous surgical or endovascular treatment of an infra-renal aortic aneurysm <30 days of implantation of investigational device.
35,35238,NCT02316886,Patients for whom the preferred treatment is CABG(Coronary artery bypass grafting)
35,35244,NCT02316886,Patients with bifurcation lesions requiring 2 stenting technique
35,36425,NCT02276456,Patients treated with coronary artery bypass grafting will be excluded for the purposes of this trial to avoid conflicts with usual post-operative management.
35,36879,NCT02266719,1. Native vessel or surgical graft 2. Diameter: 5-20mm 3. Length of sealing zone ≥10mm 4. Acceptable tortuosity 4. In the setting of an aortic dissection the following criteria must exist:
35,36881,NCT02266719,6. Iliac anatomy must allow for the delivery of the arch branch device which is loaded within a 20F-24F sheath. Conduits to the iliac vessels or aorta may be used if deemed necessary.
35,36892,NCT02266719,"a. Access into the true lumen from the groin and at least one supra-aortic trunk vessel b. A sealing zone in the target aorta (or surgical graft) that is proximal to the primary dissection, such that a stent-graft would be anticipated to seal off the dissection lumen c. A sealing zone in the target supra-aortic trunk vessels that is distal to the dissection, anticipated to seal off the dissection lumen, or surgically created d. A true lumen size large enough to deploy the device and still gain access into the target branches 5. In the setting of more distal disease, the repair may be coupled with a thoracoabdominal branched device, infrarenal device, and/or internal iliac branch device."
35,37130,NCT02259504,"<p>Candidates for this Study must meet all of the following criteria to be enrolled in the Study:</p><ol>
<li>Subject age ≥ 18 and ≤ 80 with a diagnosis of ruptured or unruptured saccular intracranial aneurysm judged suitable for selective endovascular treatment by coil occlusion</li>
<li>Aneurysm size [largest measurement from the cross sectional images to determine overall aneurysm size, not just the lumen, and including any thrombosed portions] ≤ 4.9 mm</li>
<li>If ruptured aneurysm: Hunt and Hess 0-3</li>
<li>If unruptured aneurysm: Subject grade Modified Rankin Scale mRS 0 - 2 The investigator believes the aneurysm is appropriate for the designated Phase coiling paradigm. (Phase 1: Frame, fill and finish with MicroVention HyperSoft® 3D and/or HyperSoft® Helical coils). The operator at his discretion may frame with any bare metal framing coil but the remainder of the coils must be HyperSoft® 3D or HyperSoft® Helical coils. Phase 2: Frame with MicroVention HydroFrame® or HydroSoft® 3D coils and fill/finish with sufficient hydrogel coils to ensure 50% hydrogel by length. The intent to treat is to frame, fill and finish with all hydrogel coils. However, at the discretion of the treating physician, a bare platinum coil may be used to fill or finish, as long as a minimum of 50% (in total coil length) of hydrogel coils are used.</li>
<li>Signed informed consent.</li>
</ol>"
35,38733,NCT02201589,Patients who have a condition that threatens to infect the stent graft/aortic valve prosthesis;
35,41465,NCT02121158,Coronary artery bypass graft (CABG) or percutaneous transluminal coronary angioplasty (PTCA) within the past 3 months
35,42118,NCT02100722,15. Any target lesion with in-stent drug-eluting stent restenosis
35,42160,NCT02098876,Lesion treatable by a single Resolute Integrity or Onyx Abbott Xience Xpedition or Sierra coronary drug-eluting stent.
35,42169,NCT02098876,Lesions at bifurcations and those that occlude side branches >2.5mm
35,42421,NCT02089607,"<p>General Exclusion Criteria:</p><ul>
<li>Less than 18 years of age</li>
<li>Unwilling to comply with the follow-up schedule</li>
<li>Inability or refusal to give informed consent by the patient or a legally authorized representative</li>
<li>Pregnant or breastfeeding</li>
<li>Life expectancy &lt; 2 years</li>
<li>Prior open surgical or interventional procedure within 30 days of the anticipated date of the fenestrated-branched procedure, with the exception of planned staged procedures to provide access for repair (e.g. staged iliac conduit, cervical debranching, elephant trunk repair), to facilitate the procedure by allowing open revascularization of a target artery not amenable to revascularization with the investigational device, such as an internal iliac artery, subclavian artery or visceral artery with early bifurcation, tortuosity or occlusive disease preventing successful placement of alignment side stents.</li>
<li>Participation in another investigational clinical or device trial, with the exception of participation in another investigational endovascular stent-graft protocol, percutaneous aortic valve protocol, or concomitant clinical trials designed to evaluate medical therapy strategies to reduce perioperative risk during fenestrated-branched endovascular repair, including risks of renal dysfunction, contrast-induced nephropathy, neurologic, spinal cord or cardiac complications, and/or use of advanced imaging to reduce radiation exposure during implantation of these devices. Participation in investigational device trials not encompassed by the IDE protocol should be performed remotely from the fenestrated procedure (&gt; 30 days). Examples include remote (&gt;30 days) participation in a thoracic, abdominal or iliac branch device trial, or participation in a percutaneous aortic valve trial. Participation in medical therapy trial or advanced imaging trial designed to improve peri-operative outcomes or to reduce radiation exposure of fenestrated-branched endografts may be concurrent with the IDE study. Examples include therapy directed to reduce rates of spinal cord injury, stroke and contrast-induced nephropathy associated with implantation of fenestrated-branched stent-grafts or advanced imaging trials designed to reduce radiation exposure during repair.</li>
<li>Patients with ruptured aortic aneurysms requiring urgent or emergent repair, with the exception of patients with contained, stable ruptures with anatomy suitable for an off-the-shelf design.</li>
</ul>"
35,42424,NCT02089607,"<p>Additional anatomical inclusion criteria for aortic arch devices:</p><ul>
<li>Proximal aortic fixation zone: a. Native aorta or surgical graft; b. Diameter: 20-42mm; c. Proximal neck length ≥ 20mm; d. Ascending aortic length ≥50mm; e. Must occur distal to coronary arteries and any coronary artery bypass grafts that are considered patent and necessary for proper cardiac perfusion</li>
<li>Distal aortic fixation zone:; a. Native aorta or surgical graft; b. Diameter: 20-42mm; c. Distal neck length ≥20mm</li>
<li>Supra-aortic trunk (brachiocephalic) vessels: a. Although the prosthesis will typically have two branches, modifications to the design will allow for a single branch, three branches or combination of branch and scallop if a customized version is required. Thus, it is generally planned that at least one extra-anatomic bypass graft will be done in conjunction (or in a staged fashion) with the procedure, unless three branches are planned. The two vessels incorporated into the endograft repair would most commonly be the innominate artery and left common carotid artery. However, the innominate artery may be coupled with the left subclavian artery in the setting of a bovine arch whereby the flow to the left carotid would come from a left subclavian to carotid bypass. Similarly, the left carotid and subclavian artery may be branched, or simply one vessel branched should specific anatomic limitations exist. In such a situation, multiple extra-anatomic bypasses may be necessary. A design with a single subclavian retrograde branch and double scallop to the left carotid artery may be used to extent the landing zone to Zone 1. Finally, a design with two antegrade inner branches for the innominate and left common carotid, and one retrograde inner branch for the left subclavian artery may be used in select cases. Thus the inclusion criteria are defined for each artery, yet any combination of arteries may be used for a repair: Innominate artery (Native vessel or surgical graft, Diameter: 8-22mm, Length of sealing zone ≥10mm, Acceptable tortuosity); Left (or right) common carotid artery (Native vessel or surgical graft, Diameter 6-16mm, Length of sealing zone ≥10mm, Acceptable tortuosity); Left (or right) common carotid artery (Native vessel or surgical graft, Diameter: 5-20mm, Length of sealing zone ≥10mm, Acceptable tortuosity).</li>
<li>In the setting of an aortic dissection the following criteria must exist: a. Access into the true lumen from the groin and at least one supra-aortic trunk vessel; b. A sealing zone in the target aorta (or surgical graft) that is proximal to the primary dissection, such that a stent-graft would be anticipated to seal off the dissection lumen; c. A sealing zone in the target supra-aortic trunk vessels that is distal to the dissection, anticipated to seal off the dissection lumen, or surgically created; d. A true lumen size large enough to deploy the device and still gain access into the target branches</li>
<li>In the setting of more distal disease: a. The repair may be coupled with a thoracoabdominal branched device, infrarenal device, and/or internal iliac branch device.</li>
<li>Iliac anatomy must allow for the delivery of the arch branch device which is loaded within a 20F-24F sheath. Thus the iliac requirements are no different than the standard thoracic protocol. Conduits to the iliac vessels or aorta may be used if deemed necessary.</li>
</ul>"
35,43157,NCT02053909,"Patients undergoing first-time CABG with at least 1 saphenous vein graft, irrespective of concurrent valve surgery"
35,44366,NCT02000115,Bulky calcified aortic valve leaflets in close proximity to coronary ostia.
35,47940,NCT01791543,Definite protruding left ventricular thrombus on pre-ablation echocardiography when LV ablation is required.
35,49692,NCT01626079,Transseptal catheterization and femoral vein access is determined to be feasible by the MitraClip implanting investigator.
35,52086,NCT01313533,"First time coronary artery bypass surgery,redo coronary artery bypass surgery and combined valve repair/replacement surgery and coronary artery bypass graft surgery are eligible to participate in study."
35,53170,NCT00928356,Requirement of revascularization of arteries amendable for PCI but not accessable by Robotic CABG
35,53849,NCT00673842,• Abnormal HRT & TWA (core lab interpretation) on Holter performed 2 to 60 months after the index MI and the specified time after coronary revascularization
35,53969,NCT00573027,"Obstructive CAD ≥ 50% luminal diameter stenosis in ≥ 1 epicardial coronary artery,"
35,54071,NCT00488696,Suitable arterial anatomy for stent-graft
35,35234,NCT02316886,Eligible for percutaneous coronary intervention with Absorb Bioresorbable Vascular Scaffold or Everolimus Eluting Stent
35,44427,NCT01996436,For centers that perform a routine day 7 angiogram post-aneurysm treatment - 50% or more stenosis seen on diagnostic angiogram for asymptomatic patients.
