pid,mcid,nctid,criterion_text
26,41372,NCT02122328,Recipient twin with a middle cerebral artery peak systolic velocity > 1.5 multiples of the median (indicative of fetal anemia).
26,50187,NCT01589263,Voided volume greater than 125 ml
26,44336,NCT02000115,Subject has senile degenerative aortic valve stenosis with echocardiographically derived criteria: mean gradient >40 mmHg or jet velocity greater than 4.0 m/s or Doppler Velocity Index <0.25 and an initial aortic valve area (AVA) of ≤ 1.0 cm2 (indexed effective orifice area (EOA) ≤ 0.6 cm2/m2). (Qualifying AVA baseline measurement must be within 60 days prior to informed consent).
26,45751,NCT01937884,"Exhibits Acute Hypoxemic Respiratory Failure as defined as: PaO2/FiO2 ≤ 300 or SpO2/FiO2 ≤ 260, No evidence of cardiac dysfunction, Mechanically ventilated,"
26,47576,NCT01817751,Persistent heart rate (HR) <50 or >120 beats per minute (bpm)
26,49093,NCT01686659,At least one finger available and accessible for performing non-invasive hemoglobin monitoring (preoperative perfusion index greater than 0.5)
26,54648,NCT02133872,More than one episode(s) of orthostatic hypotension (reduction of SBP of ≥ 20mmHg of diastolic blood pressure (DBP) of ≥ 10mmHg within 3 minutes of standing).
26,50984,NCT01504373,Peak inspiratory pressure (PIP) > 30 cmH2O
26,52914,NCT00985205,"<li>
<p>a) Patients without known renal disease and renal dysfunction defined as a serum creatinine &gt;171 µmol/L or a urine output of less than 500 mL/last 24 hours (or 80 mL/last 4 hours if a 24 hour period of observation is not available).</p>
<p>b) Patients with acute on chronic renal failure (pre-dialysis) with an absolute increase of &gt;80 µmol/L from baseline or pre-admission creatinine or a urine output of &lt;500 mL/last 24 hours (or 80 mL/last 4 hours).</p>
<p>c) Patients with chronic renal failure on dialysis will be excluded.</p>
</li>"
26,53677,NCT00719888,Diffusion capacity for carbon monoxide corrected (DLCOcorr) > 50% normal or a pediatric patient who is unable to perform pulmonary function tests (PFTs) but has adequate pulmonary function
26,54285,NCT00338377,Pulmonary function tests (FEV1>65% or FVC>65%of predicted) within 6 months of lymphodepletion. (Turnstile II - Chemotherapy/Cell Infusion - Inclusion Criteria).
26,9998,NCT02981082,Right heart catheterization demonstrating mPAP≥ 25 mmHg and PCWP or left ventricular end diastolic pressure ≤15mm Hg and pulmonary vascular resistance ≥240 dynes/cm-5 (3 Wood units) within 12 weeks prior to study entry.
26,758,NCT03171168,Patients with a Visual Analog Scale (VAS) pain score of ≥3cm (measured at baseline).
26,3375,NCT03114020,"Subjects with measured DLCO of ≤ 35%, or unable to perform a reproducible DLCO"
26,30231,NCT02430077,Hematocrit of less than 30%.
