pid,mcid,nctid,criterion_text
2,15699,NCT02803359,Recent Intubation (within two weeks)
2,17404,NCT02740595,Cardiac disease
2,17703,NCT02728050,"Newly diagnosed disease with either a diagnosis of ""high-risk"" MDS (>= 10% blasts in marrow or blood), high-risk myeloproliferative neoplasm (MPN; >= 10% blasts in blood or bone marrow), or AML other than acute promyelocytic leukemia (APL) with t(15;17)(q22;q12) or variants according to the 2008 World Health Organization (WHO) classification. Patients with biphenotypic AML are eligible; such ""high-risk"" MDS or MPN have natural history much closer to AML than to lower risk MDS or MPN and have responded similarly to ""AML-type"" therapy."
2,19341,NCT02663934,presence of dementia or behavioral disorders that would prevent ability to follow the protocol
2,19698,NCT02649790,"IPSS-R intermediate, high- or very-high-risk MDS."
2,19947,NCT02638454,Significant immune disorder
2,20076,NCT02633891,Severe autonomic neuropathy that restricts daily function and the ability to participate in study interventions
2,21103,NCT02594384,History of malabsorption or other gastrointestinal (GI) disease that may significantly alter the absorption of LAM-002A
2,21604,NCT02587312,"Ages Eligible for Study: 15 Years to 19 Years   (Child, Adult)"
2,23100,NCT02562235,"Severe congenital abnormalities of the lung, thorax, and diaphragm"
2,23243,NCT02559609,worked full- or part-time <3 months in the past 3 years in the formal or informal economy
2,23300,NCT02556619,Diagnosed HCC by biopsy or liver protocol CT scan or MRI characteristics
2,23307,NCT02556619,"Primary modality of treatment is potentially curative TXP, surgical resection or ablation as deemed by GI MDC"
2,23903,NCT02544880,"Patients of vulnerable populations such as children less than 18 years of age, prisoners, institutionalized individuals or others likely to be vulnerable are not eligible for participation in this study."
2,24138,NCT02540616,Unstable medical condition
2,24535,NCT02532543,"Extraction of maxillary premolar, canine or incisor, or mandibular premolar and canine required"
2,24889,NCT02525861,"Ongoing active infection with hepatitis A virus (HAV), hepatitis B virus (HBV), hepatitis C virus (HCV), or human immunodeficiency virus (HIV) Type 1 or 2 infection at the time of screening."
2,25159,NCT02520791,"Absolute neutrophil count (ANC) >= 1,500/mcL"
2,25989,NCT02509546,"Any other condition that would, in the investigator's judgment, contraindicate the patient's participation in the clinical study due to safety concerns or compliance with clinical study procedures"
2,50663,NCT01543490,Are willing to avoid disallowed medication for the duration of the study
2,26302,NCT02503358,Measurable disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST) v1.1 criteria. Baseline measurements and evaluation of ALL sites of disease must be obtained within 4 weeks prior to enrollment.
2,27094,NCT02493257,"Ages Eligible for Study: 18 Years to 70 Years   (Adult, Older Adult)"
2,27124,NCT02492867,Pregnant women are excluded from this study because radiation has the potential for teratogenic or abortifacient effects.
2,27214,NCT02489045,"Patients with a history of anaphylactic allergy to eggs or egg products, manifested by one or more of the following symptoms: generalized urticaria, difficulty in breathing, swelling of the mouth and throat, hypotension, or shock. (Subjects with nonanaphylactic allergies to eggs or egg products may be enrolled in the study, but must be watched carefully for 1 h following the administration of SONAZOID)."
2,29773,NCT02441140,No measurable disease or suspected Stage I or II ovarian cancer on preoperative imaging
2,29818,NCT02440815,"Neurological diseases (e.g., Parkinson's disease, epilepsy, cortical stroke, Alzheimer's disease, traumatic brain injury) or dementia."
2,30119,NCT02433977,More than three systemic corticosteroid requiring asthma exacerbations in the past year
2,30390,NCT02426476,"evidence of active substance abuse or dependence (alcohol or tobacco use is not be an exclusion, participants will be asked to provide information about these behaviors in the investigators' questionnaire)"
2,50505,NCT01558544,Patient is medically stable enough to undergo surgery (cleared for anesthesia)
2,30631,NCT02420977,Hemorrhagic cystitis or active prostatitis
2,30746,NCT02417701,"Patients must have completed at least 1 prior line of systemic therapy; patients who have declined first line therapy or for whom first-line therapy would be clinically inappropriate, will be considered eligible for the trial"
2,31463,NCT02404402,Primary language is English
2,32202,NCT02389517,"Known allergy to any of the study medications, their analogues, or excipients in the various formulations of any agent"
2,32740,NCT02370693,Definition includes subjects who meet the American College of Rheumatology criteria for scleroderma
2,32824,NCT02369770,"Ages Eligible for Study: 18 Years to 80 Years   (Adult, Older Adult)"
2,33065,NCT02365467,Subject has circumferential calcification in the external iliac artery or in the common iliac artery with an intraluminal diameter (ID) less than 10mm at any point proximal to or at the access vessel site unless a surgical adjunctive procedure is planned.
2,33160,NCT02360371,"Ages Eligible for Study: 21 Years and older   (Adult, Older Adult)"
2,34541,NCT02332928,Aspartate aminotransferase (AST) > 3X upper limit of normal (ULN)
2,34895,NCT02323880,"Serum glutamate pyruvate transaminase (SGPT) (alanine aminotransferase [ALT]) =< 3 x ULN = 135 U/L; for the purpose of this study, the ULN for SGPT is 45 U/L"
2,35020,NCT02323100,"Pregnant, planned pregnancy or breast feeding at Screening."
2,35332,NCT02315196,"Myocardial infarct or unstable angina within 6 months before enrollment, New York Heart Association (NYHA) class II or greater heart failure, uncontrolled angina, severe uncontrolled ventricular arrhythmias, clinically significant pericardial disease, valvular disease with documented compromise in cardiac function, or electrocardiographic evidence of acute ischemic or active conduction system abnormalities"
2,35353,NCT02314377,Patients must not have any prior history of hypertensive crisis or hypertensive encephalopathy
2,36011,NCT02293109,Breakpoint cluster region-Abelson positive (BCR-ABL +) patients will be excluded from the study
2,38519,NCT02207439,Patients with known HIV disease. These patients have a high probability of treatment with anti-retroviral therapy which may interact with the nelfinavir.
2,38646,NCT02203513,"Ability of subject to understand, adhere to protocol requirements and the willingness to sign a written informed consent document."
2,38817,NCT02195232,History of significant hemorrhage (requiring hospitalization or transfusion) outside of a surgical setting within the last 24 months
2,39207,NCT02184520,Clinically compromised vertebral bodies at the affected level(s) due to current or past trauma
2,39987,NCT02160288,Males and females 18 years or older of all races and backgrounds
2,40252,NCT02152995,"Patients must have measurable disease, defined as at least one lesion that can be accurately measured in at least one dimension (longest diameter to be recorded for non-nodal lesions and short axis for nodal lesions) as >= 20 mm with conventional techniques or as >= 10 mm with spiral CT scan, magnetic resonance imaging (MRI), or calipers by clinical exam; tumors in previously irradiated fields may be considered measurable if there is evidence of tumor progression after radiation treatment"
2,40998,NCT02131597,"Current concomitant chemotherapy, radiation therapy, or immunotherapy other than as specified in the protocol"
2,42452,NCT02087826,Age 18-79
2,43039,NCT02059239,Subjects must have received at least one induction therapy and one line of salvage therapy that each incorporate at least two drugs that are standard of care for lymphoma
2,43078,NCT02057133,"Have metastatic breast cancer with severe organ dysfunction as assessed by symptoms and signs, laboratory studies, and rapid progression of the disease."
2,43665,NCT02033941,Use of another investigational drug within the past two months
2,43777,NCT02025959,"To be eligible to participate in this study, the subjects must be University of Chicago hospital employees over the age of 18 years old."
2,44591,NCT01989585,"Prior navitoclax, BRAF inhibitor, and MEK inhibitor is prohibited; (exceptions for Phase I are described above)"
2,44708,NCT01983475,Diagnosis of Hypocalcemia;
2,45341,NCT01954966,"Lifetime substance dependence disorder, excepting nicotine, alcohol and marijuana, as per SCID interview"
2,45538,NCT01950234,Treatment with dalfampridine or compounded 4-aminopyridine (4-AP) will be permitted as long as treatment has been ongoing and stable for at least 3 months prior to randomization
2,46603,NCT01890590,Ability to understand and the willingness to sign a written informed consent document and study specific consent form prior to study entry.
2,47472,NCT01822522,"Women of childbearing potential must have a negative pregnancy test within 7 days before enrollment; women of childbearing potential include women who have experienced menarche and who have not undergone successful surgical sterilization (hysterectomy, bilateral tubal ligation, or bilateral oophorectomy) or are not postmenopausal; postmenopause is defined as amenorrhea >= 12 consecutive months; note: women who have been amenorrheic for 12 or more months are still considered to be of childbearing potential if the amenorrhea is possibly due to prior chemotherapy, antiestrogens, ovarian suppression or any other reversible reason"
2,49286,NCT01676753,Patients who require medications that are strong CYP3A4 inhibitors or inducers.
2,49357,NCT01668602,Inability to communicate with investigators
2,49885,NCT01620216,"Recent uncontrolled angina, recent > New York Heart Association (NYHA) class II congestive heart failure, or recent myocardial infarction (MI) within 6 months prior to start of study treatment"
2,50540,NCT01554410,Performance Level: Karnofsky Performance Status ≥ 60 - Peripheral ≥ ANC 1500/uL
2,50786,NCT01532687,Unable or unwilling to discontinue use of prohibited medications for at least 14 days or five half-lives of a drug (whichever is longer) prior to the first dose of study drug and for the duration of the study; administration of any non-oncologic investigational drug within 30 days or 5 half-lives whichever is longer prior to receiving the first dose of study treatment
2,51560,NCT01421810,Abnormal laboratory studies will be confirmed by repeat testing to exclude laboratory error.
2,52950,NCT00975520,Complete macroscopic resection of all known disease
2,53268,NCT00911560,"Patients with grade 3 toxicities or less using the Common Toxicity Criteria (Version 3.0) developed by the National Cancer Institute of the USA (CTCAE v3.0) related to cardiac, neurological, pulmonary, renal, hepatic or gastrointestinal function as determined by blood tests or physical exam."
2,53359,NCT00896493,Uncontrolled active infection.
2,53539,NCT00799864,Use of disallowed concomitant therapy from 4 weeks prior to the baseline visit
2,54339,NCT00293475,Known allergy to any of the study agents
