pid,mcid,nctid,criterion_text
38,35920,NCT02299414,"Women with chronic hypertension in pregnancy with new or untreated chronic hypertension, blood pressure 140-159 systolic or 90-104 diastolic OR known chronic hypertension on monotherapy and taking any antihypertensive and blood pressure ≤159/104 (including those with blood pressure <140/90);"
38,36535,NCT02272998,Patients must have controlled blood pressure with a systolic blood pressure < 140 mmHg and diastolic < 90 mmHg; anti-hypertensive medications are permitted
38,37339,NCT02252081,Uncontrolled hypertension with systolic blood pressure 160 mmHg and diastolic blood pressure 100 mmHg;
38,37431,NCT02250534,Diastolic blood pressure < 50 or ≥ 100 mmHg (participants outside the range will be allowed to re-screen once)
38,38183,NCT02217709,Uncontrolled hypertension despite appropriate medical therapy (blood pressure [BP] greater than 160 mmHg systolic and 90 mmHg diastolic at 2 separate measurements no more than 60 minutes apart during the screening visit); Note: patients may be rescreened after adjustment of antihypertensive medications
38,39340,NCT02178566,Uncontrolled systemic hypertension with a blood pressure >180/105 mmHg at rest
38,39611,NCT02169089,Uncontrolled hypertension (SBP>160 and/or DBP>95 mmHg at visit 0 (screening) and SBP >145 mm Hg at visit 2).
38,40556,NCT02145260,Pre-dialysis SBP >180 mmHg
38,43271,NCT02048722,Uncontrolled hypertension (systolic pressure > 140 mmHg or diastolic pressure > 90 mmHg on repeated measurement) despite optimal medical management
38,44136,NCT02012296,Blood pressure that is not controlled despite > 2 oral agents (systolic blood pressure [SBP] > 160 and diastolic blood pressure [DBP] > 90 documented during the screening period with no subsequent blood pressure readings < 160/100)
38,47566,NCT01817751,Systolic blood pressure (BP) > 160 mm Hg or diastolic pressure > 100 mm Hg despite optimal medical management
38,54858,NCT02133885,Office systolic blood pressure (SBP) of greater than 160 mmHg based on an average of 3 blood pressure readings measured at both initial screening visit
38,51781,NCT01370512,The presence of OH (fall in systolic BP >=30 mm Hg) is required for this study.
38,27366,NCT02485639,Diastolic blood pressure < 90 millimeters of mercury (mmHg).
38,29228,NCT02453373,"Significant hypotension < 120 mm Hg, regardless of the underlying cause"
38,34648,NCT02332369,Preoperative intraocular pressure over 21 mm Hg
38,44718,NCT01983462,Systolic blood pressure >/= 130 mmHg and <180 mmHg
