pid,mcid,nctid,criterion_text
41,41118,NCT02129348,"Clinical stroke with residual neurological deficits. MRI findings of cerebrovascular disease (small infarcts, lacunes, periventricular disease) in the absence of clinical stroke with residual neurological deficits will not lead to exclusion."
41,42817,NCT02070549,Symptomatic or untreated leptomeningeal or brain metastases or spinal cord compression
41,45374,NCT01954576,Infra-tentorial tumor.
41,45892,NCT01923662,Paralysis resulting from neurological disorder such as low cervical/thoracic spinal cord injuries (C6-T12)
41,46189,NCT01906385,Multifocal progression or involvement of the leptomeninges.
41,48859,NCT01703117,"History of brain disease including Parkinson's Disease, severe brain trauma, seizures, history of stroke, clinically significant lacunar infarct in a region important for cognition or multiple lacunes or a cortical infarct or focal lesions of clinical significance, multiple sclerosis, mental retardation, normal pressure hydrocephalus, central nervous system (CNS) tumor, Huntington's disease, subdural hematoma or other serious neurological disorder."
41,55096,NCT02349958,"Uterine malignancy of the corpus, or cervix with primary tumor Stage IIIA or greater, or recurrent tumor confined to the abdomen."
41,52565,NCT01130077,Stratum A: Newly diagnosed diffuse intrinsic pontine gliomas OR any biopsy proven high-grade glioma* involving the brainstem. Patients may not have received chemotherapy during or after radiation. (Note: Stratum A is closed to accrual.)
41,52959,NCT00975520,Clinical and/or MRI evidence of a named cranial or cervical nerve involvement by tumour
41,5599,NCT03071393,Spinal cord injury affecting segments between C4-T12
41,34181,NCT02340156,Tumor foci detected below the tentorium or beyond the cranial vault.
